row_number,commission_ratio,seller_price_per_instance,order_posting_number,order_created_date,item_sku,item_barcode,item_name,item_offer_id,legal_entity_document_number,legal_entity_document_sale_date,delivery_commission_amount,delivery_commission_bank_coinvestment,delivery_commission_bonus,delivery_commission_commission,delivery_commission_compensation,delivery_commission_pick_up_point_coinvestment,delivery_commission_price_per_instance,delivery_commission_quantity,delivery_commission_standard_fee,delivery_commission_stars,delivery_commission_total,return_commission_amount,return_commission_bank_coinvestment,return_commission_bonus,return_commission_commission,return_commission_compensation,return_commission_pick_up_point_coinvestment,return_commission_price_per_instance,return_commission_quantity,return_commission_standard_fee,return_commission_stars,return_commission_total
115,0.480000,24900.000000,10026303-0208-1,2026-7-13,2505042088,04660426876236,Куртка NortFolk,626280Y20N 98/98 48,,,11943.000000,119.430000,12837.570000,0.000000,0.000000,0.000000,11943.000000,1,11952.000000,0.000000,12948.000000,11943.000000,119.430000,12837.570000,0.000000,0.000000,0.000000,11943.000000,1,11952.000000,0.000000,12948.000000
116,0.480000,24900.000000,31514171-0415-1,2026-7-7,2505042189,04660426876274,Куртка NortFolk,626280Y20N 98/98 56,,,10226.000000,102.260000,14571.740000,0.000000,0.000000,0.000000,10226.000000,1,11952.000000,0.000000,12948.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
117,0.460000,18990.000000,66093743-0408-1,2026-6-18,2505042412,04660426876076,Куртка NortFolk,626280Y20N 98/21 48,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,8056.500000,80.570000,10852.930000,0.000000,0.000000,0.000000,8056.500000,1,8735.400000,0.000000,10254.600000
118,0.480000,24900.000000,10026303-0201-1,2026-7-4,2505042461,04660426876229,Куртка NortFolk,626280Y20N 98/98 46,,,11078.000000,110.780000,13711.220000,0.000000,0.000000,0.000000,11078.000000,1,11952.000000,0.000000,12948.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
119,0.480000,24900.000000,0118024788-0853-1,2026-7-15,2505042658,04660426876069,Куртка NortFolk,626280Y20N 98/21 46,,,13294.000000,0.000000,11606.000000,0.000000,0.000000,0.000000,13294.000000,1,11952.000000,0.000000,12948.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
120,0.480000,16900.000000,0133359321-0106-1,2026-7-7,2537952474,468863678,Куртка City Classic,737951N10CB 100 60,,,6837.000000,68.370000,9994.630000,0.000000,0.000000,0.000000,6837.000000,1,8112.000000,0.000000,8788.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
121,0.480000,15900.000000,16454982-0284-1,2026-7-9,2537952892,46886365,Куртка City Classic,737951N10C 99 52,,,6675.000000,66.750000,9158.250000,0.000000,0.000000,0.000000,6675.000000,1,7632.000000,0.000000,8268.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
122,0.480000,16900.000000,0133359321-0105-2,2026-7-1,2537952944,4688636715,Куртка City Classic,737951N10CB 100 62,,,6726.000000,67.260000,10106.740000,0.000000,0.000000,0.000000,6726.000000,1,8112.000000,0.000000,8788.000000,6726.000000,67.260000,10106.740000,0.000000,0.000000,0.000000,6726.000000,1,8112.000000,0.000000,8788.000000
123,0.480000,23500.000000,34449812-0226-1,2026-7-9,2763513567,04680806017172,Куртка NortFolk,249160Y21N 111/21 50,,,10411.000000,104.110000,12984.890000,0.000000,0.000000,0.000000,10411.000000,1,11280.000000,0.000000,12220.000000,10411.000000,104.110000,12984.890000,0.000000,0.000000,0.000000,10411.000000,1,11280.000000,0.000000,12220.000000
124,0.480000,23500.000000,0145007242-0900-1,2026-7-3,2763513567,04680806017172,Куртка NortFolk,249160Y21N 111/21 50,,,8990.000000,89.900000,14420.100000,0.000000,0.000000,0.000000,8990.000000,1,11280.000000,0.000000,12220.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
125,0.480000,23500.000000,10026303-0209-1,2026-7-13,2763513630,04680806017240,Куртка NortFolk,249160Y21N FS/05 48,,,10529.500000,105.300000,12865.200000,0.000000,0.000000,0.000000,10529.500000,1,11280.000000,0.000000,12220.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
126,0.480000,23500.000000,09260953-0120-1,2026-7-20,2763513649,04680806017073,Куртка NortFolk,249160Y21N 100/111 46,,,10077.000000,100.770000,13322.230000,0.000000,0.000000,0.000000,10077.000000,1,11280.000000,0.000000,12220.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
127,0.480000,11920.000000,65039209-0208-1,2026-7-2,2989021713,04680806690672,Жилет утепленный City Classic Жилетки женские стеганные на синтепухе Весна 2026,031820N11CJ 36 52,,,5073.500000,0.000000,6846.500000,0.000000,0.000000,0.000000,5073.500000,1,5721.600000,0.000000,6198.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
128,0.480000,15600.000000,30491462-0330-1,2026-7-22,3379829151,04660426041474,Куртка NortFolk,433430N11N 99 58,,,7624.000000,76.240000,7899.760000,0.000000,0.000000,0.000000,7624.000000,1,7488.000000,0.000000,8112.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
129,0.480000,17230.000000,27889295-0234-2,2026-7-16,3379914498,04630581133741,Куртка City Classic,611430N10C 2061 50,,,9114.000000,0.000000,8116.000000,0.000000,0.000000,0.000000,9114.000000,1,8270.400000,0.000000,8959.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
130,0.480000,17230.000000,0245328585-0104-1,2026-7-23,3379914588,04630581133512,Куртка City Classic,611430N10C FS 52,,,8386.500000,83.870000,8759.630000,0.000000,0.000000,0.000000,8386.500000,1,8270.400000,0.000000,8959.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
131,0.480000,10855.000000,77688233-0137-1,2026-7-26,3379914588,04630581133512,Куртка City Classic,611430N10C FS 52,,,5048.000000,50.480000,5756.520000,0.000000,0.000000,0.000000,5048.000000,1,5210.400000,0.000000,5644.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
132,0.480000,17230.000000,0181782978-0013-3,2026-7-25,3379914602,04630581133598,Куртка City Classic,611430N10C 3-1 52,,,7743.000000,77.430000,9409.570000,0.000000,0.000000,0.000000,7743.000000,1,8270.400000,0.000000,8959.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
133,0.480000,17230.000000,62883490-1428-1,2026-7-11,3379914602,04630581133598,Куртка City Classic,611430N10C 3-1 52,,,6778.000000,67.780000,10384.220000,0.000000,0.000000,0.000000,6778.000000,1,8270.400000,0.000000,8959.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
134,0.480000,17230.000000,37328324-0341-2,2026-7-23,3379914686,04630581133789,Куртка City Classic,611430N10C 2061 58,,,8386.500000,83.870000,8759.630000,0.000000,0.000000,0.000000,8386.500000,1,8270.400000,0.000000,8959.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
135,0.480000,17230.000000,0236779676-0025-7,2026-7-12,3379914920,04630581133505,Куртка City Classic,611430N10C FS 50,,,7346.000000,73.460000,9810.540000,0.000000,0.000000,0.000000,7346.000000,1,8270.400000,0.000000,8959.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
136,0.480000,15600.000000,0189614257-0582-1,2026-7-1,3380128516,04660426041702,Куртка NortFolk,433430N11N 127 56,,,6998.000000,69.980000,8532.020000,0.000000,0.000000,0.000000,6998.000000,1,7488.000000,0.000000,8112.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
137,0.480000,17150.000000,0122113417-0365-1,2026-7-4,3380212944,04630581136018,Куртка NortFolk,218611N10N 99 58,,,7452.500000,74.530000,9622.970000,0.000000,0.000000,0.000000,7452.500000,1,8232.000000,0.000000,8918.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
138,0.480000,11211.000000,0139205042-2041-1,2026-7-21,3380213277,04660426041764,Куртка NortFolk,433430N11N 36 52,,,5385.500000,53.860000,5771.640000,0.000000,0.000000,0.000000,5385.500000,1,5381.280000,0.000000,5829.720000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
139,0.480000,16900.000000,06287076-1209-1,2026-7-7,3479743213,04660426118909,Куртка NortFolk,716970N10N 225 56,,,7560.500000,75.610000,9263.890000,0.000000,0.000000,0.000000,7560.500000,1,8112.000000,0.000000,8788.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
140,0.480000,17150.000000,60866199-0285-1,2026-7-15,3479743308,04660426119081,Куртка NortFolk,716970N10NB 97 60,,,7714.000000,77.140000,9358.860000,0.000000,0.000000,0.000000,7714.000000,1,8232.000000,0.000000,8918.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
141,0.480000,17150.000000,0137780028-0510-1,2026-7-2,3479743308,04660426119081,Куртка NortFolk,716970N10NB 97 60,,,7532.000000,75.320000,9542.680000,0.000000,0.000000,0.000000,7532.000000,1,8232.000000,0.000000,8918.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
142,0.480000,16900.000000,0103892275-0072-1,2026-7-3,3479743422,04660426118961,Куртка NortFolk,716970N10N 97 52,,,6750.500000,67.510000,10081.990000,0.000000,0.000000,0.000000,6750.500000,1,8112.000000,0.000000,8788.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
143,0.480000,16900.000000,82931032-0512-1,2026-7-21,3479743422,04660426118961,Куртка NortFolk,716970N10N 97 52,,,8169.000000,81.690000,8649.310000,0.000000,0.000000,0.000000,8169.000000,1,8112.000000,0.000000,8788.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
144,0.480000,16900.000000,0218208913-0049-1,2026-7-14,3479743422,04660426118961,Куртка NortFolk,716970N10N 97 52,,,7532.000000,75.320000,9292.680000,0.000000,0.000000,0.000000,7532.000000,1,8112.000000,0.000000,8788.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
145,0.460000,16900.000000,52218403-0367-1,2026-6-29,3479743447,04660426118985,Куртка NortFolk,716970N10N 97 56,,,6919.000000,69.190000,9911.810000,0.000000,0.000000,0.000000,6919.000000,1,7774.000000,0.000000,9126.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
146,0.480000,18450.000000,40170926-0125-1,2026-7-3,3479743504,04660426042440,Куртка NortFolk,330591N14NB 90 62,,,8440.500000,84.410000,9925.090000,0.000000,0.000000,0.000000,8440.500000,1,8856.000000,0.000000,9594.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
147,0.480000,17150.000000,0158223673-0150-1,2026-7-13,3479743563,04660426119050,Куртка NortFolk,716970N10NB 225 66,,,7489.000000,74.890000,9586.110000,0.000000,0.000000,0.000000,7489.000000,1,8232.000000,0.000000,8918.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
148,0.480000,16900.000000,29766494-0315-1,2026-7-9,3479743564,04660426118978,Куртка NortFolk,716970N10N 97 54,,,7686.000000,76.860000,9137.140000,0.000000,0.000000,0.000000,7686.000000,1,8112.000000,0.000000,8788.000000,7686.000000,76.860000,9137.140000,0.000000,0.000000,0.000000,7686.000000,1,8112.000000,0.000000,8788.000000
149,0.480000,17150.000000,74224398-2330-1,2026-7-10,3479743568,04660426119036,Куртка NortFolk,716970N10NB 225 62,,,7638.500000,76.390000,9435.110000,0.000000,0.000000,0.000000,7638.500000,1,8232.000000,0.000000,8918.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
150,0.480000,16900.000000,0223004965-0119-1,2026-7-14,3479743591,04660426118893,Куртка NortFolk,716970N10N 225 54,,,8217.000000,82.170000,8600.830000,0.000000,0.000000,0.000000,8217.000000,1,8112.000000,0.000000,8788.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
151,0.480000,16900.000000,0176572427-0453-1,2026-7-14,3479743605,04660426118879,Куртка NortFolk,716970N10N 225 50,,,7756.000000,77.560000,9066.440000,0.000000,0.000000,0.000000,7756.000000,1,8112.000000,0.000000,8788.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
152,0.480000,16900.000000,60445020-0199-1,2026-7-9,3479743605,04660426118879,Куртка NortFolk,716970N10N 225 50,,,7242.500000,72.430000,9585.070000,0.000000,0.000000,0.000000,7242.500000,1,8112.000000,0.000000,8788.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
153,0.460000,16550.000000,68204008-1057-1,2026-6-14,3517979482,04630581141982,Куртка NortFolk,161610N10N 225 44,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,7204.500000,72.050000,9273.450000,0.000000,0.000000,0.000000,7204.500000,1,7613.000000,0.000000,8937.000000
154,0.480000,23000.000000,0109200765-0113-1,2026-7-9,3517979490,04630581141937,Куртка NortFolk,161610N10N 100 50,,,11032.000000,0.000000,11968.000000,0.000000,0.000000,0.000000,11032.000000,1,11040.000000,0.000000,11960.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
155,0.480000,23000.000000,85047329-0237-1,2026-7-5,3517979763,04630581141944,Куртка NortFolk,161610N10N 100 52,,,9218.500000,92.190000,13689.310000,0.000000,0.000000,0.000000,9218.500000,1,11040.000000,0.000000,11960.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
156,0.480000,23000.000000,0145658508-0075-1,2026-7-18,3517979784,04630581141999,Куртка NortFolk,161610N10N 225 46,,,12216.000000,0.000000,10784.000000,0.000000,0.000000,0.000000,12216.000000,1,11040.000000,0.000000,11960.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
157,0.480000,23000.000000,0140874211-2178-1,2026-7-13,3517979959,04630581142071,Куртка NortFolk,161610N10N FS 52,,,8528.000000,85.280000,14386.720000,0.000000,0.000000,0.000000,8528.000000,1,11040.000000,0.000000,11960.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
158,0.480000,23000.000000,46334434-1458-1,2026-7-6,3517980119,04630581142088,Куртка NortFolk,161610N10N FS 54,,,9800.500000,98.010000,13101.490000,0.000000,0.000000,0.000000,9800.500000,1,11040.000000,0.000000,11960.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
159,0.480000,16300.000000,65024833-0300-1,2026-7-15,3532395148,04630581116867,Куртка NortFolk,061611N11N 99 52,,,7777.000000,77.770000,8445.230000,0.000000,0.000000,0.000000,7777.000000,1,7824.000000,0.000000,8476.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
160,0.480000,16300.000000,0160716291-0154-1,2026-7-14,3532395148,04630581116867,Куртка NortFolk,061611N11N 99 52,,,7983.000000,79.830000,8237.170000,0.000000,0.000000,0.000000,7983.000000,1,7824.000000,0.000000,8476.000000,7983.000000,79.830000,8237.170000,0.000000,0.000000,0.000000,7983.000000,1,7824.000000,0.000000,8476.000000
161,0.480000,16300.000000,74443204-0174-1,2026-7-16,3532395148,04630581116867,Куртка NortFolk,061611N11N 99 52,,,7538.000000,75.380000,8686.620000,0.000000,0.000000,0.000000,7538.000000,1,7824.000000,0.000000,8476.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
162,0.480000,16300.000000,0172803089-0987-1,2026-7-26,3532395148,04630581116867,Куртка NortFolk,061611N11N 99 52,,,7987.000000,79.870000,8233.130000,0.000000,0.000000,0.000000,7987.000000,1,7824.000000,0.000000,8476.000000,7987.000000,79.870000,8233.130000,0.000000,0.000000,0.000000,7987.000000,1,7824.000000,0.000000,8476.000000
163,0.460000,16300.000000,95409299-0376-1,2026-6-30,3532395255,04630581116966,Куртка NortFolk,061611N11N 73 54,,,7201.000000,72.010000,9026.990000,0.000000,0.000000,0.000000,7201.000000,1,7498.000000,0.000000,8802.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
164,0.480000,15000.000000,30807167-1407-1,2026-7-28,3532395360,04660426038993,Куртка NortFolk,409430N10N 36 54,,,7542.000000,75.420000,7382.580000,0.000000,0.000000,0.000000,7542.000000,1,7200.000000,0.000000,7800.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
165,0.480000,15000.000000,0150844381-0562-2,2026-7-4,3532395410,04660426038986,Куртка NortFolk,409430N10N 36 52,,,6468.000000,64.680000,8467.320000,0.000000,0.000000,0.000000,6468.000000,1,7200.000000,0.000000,7800.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
166,0.460000,15000.000000,82866157-0715-1,2026-6-27,3532414120,04660426038771,Куртка NortFolk,409430N10N 22 58,,,6423.000000,64.230000,8512.770000,0.000000,0.000000,0.000000,6423.000000,1,6900.000000,0.000000,8100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
167,0.480000,17550.000000,52071119-0099-1,2026-7-2,3556534785,04630581174324,Куртка NortFolk,828610N10N 17 54,,,6940.500000,69.410000,10540.090000,0.000000,0.000000,0.000000,6940.500000,1,8424.000000,0.000000,9126.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
168,0.480000,17550.000000,0118024788-0854-1,2026-7-15,3556534788,04630581174287,Куртка NortFolk,828610N10N 17 46,,,9203.000000,0.000000,8347.000000,0.000000,0.000000,0.000000,9203.000000,1,8424.000000,0.000000,9126.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
169,0.460000,17550.000000,12771155-0374-1,2026-6-30,3556534825,04630581174232,Куртка NortFolk,828610N10N 25-1 52,,,7474.000000,0.000000,10076.000000,0.000000,0.000000,0.000000,7474.000000,1,8073.000000,0.000000,9477.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
170,0.480000,17550.000000,17292786-0967-1,2026-7-15,3556534846,04630581174218,Куртка NortFolk,828610N10N 25-1 48,,,8536.000000,85.360000,8928.640000,0.000000,0.000000,0.000000,8536.000000,1,8424.000000,0.000000,9126.000000,8536.000000,85.360000,8928.640000,0.000000,0.000000,0.000000,8536.000000,1,8424.000000,0.000000,9126.000000
171,0.480000,17550.000000,73610538-0216-2,2026-7-7,3556534846,04630581174218,Куртка NortFolk,828610N10N 25-1 48,,,6948.500000,69.490000,10532.010000,0.000000,0.000000,0.000000,6948.500000,1,8424.000000,0.000000,9126.000000,6948.500000,69.490000,10532.010000,0.000000,0.000000,0.000000,6948.500000,1,8424.000000,0.000000,9126.000000
172,0.480000,17550.000000,64739824-1081-1,2026-7-6,3556535000,04630581174188,Куртка NortFolk,828610N10N 99 44,,,7514.000000,75.140000,9960.860000,0.000000,0.000000,0.000000,7514.000000,1,8424.000000,0.000000,9126.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
173,0.480000,21990.000000,58729040-0827-1,2026-7-26,4479758588,04660426874973,Куртка NortFolk,433590Y21N 260/21 56,,,10806.000000,108.060000,11075.940000,0.000000,0.000000,0.000000,10806.000000,1,10555.200000,0.000000,11434.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
174,0.460000,24000.000000,0139732623-0441-5,2026-6-30,4496004872,4664269964,Куртка NortFolk Парка зимняя 2026,211160Y21N 98 48,,,10739.000000,107.390000,13153.610000,0.000000,0.000000,0.000000,10739.000000,1,11040.000000,0.000000,12960.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
175,0.480000,29900.000000,29972453-1067-3,2026-7-5,4803410734,2085302832885,Парка Shark Force,SU19757 100 46,,,15296.000000,0.000000,14604.000000,0.000000,0.000000,0.000000,15296.000000,1,14352.000000,0.000000,15548.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
176,0.480000,29900.000000,29972453-1067-1,2026-7-5,4803411440,2085302832892,Парка Shark Force,SU19757 100 48,,,15296.000000,0.000000,14604.000000,0.000000,0.000000,0.000000,15296.000000,1,14352.000000,0.000000,15548.000000,15296.000000,0.000000,14604.000000,0.000000,0.000000,0.000000,15296.000000,1,14352.000000,0.000000,15548.000000
